gender,under_30,senior_citizen,dependents,referred_a_friend,phone_service,multiple_lines,avg_monthly_gb_download,online_security,online_backup,streaming_music,paperless_billing,churn_label,cltv,tenure_months,monthly_charges,population,country_united_states,internet_type_cable,internet_type_dsl,internet_type_fiber_optic,payment_method_bank_withdrawal,payment_method_credit_card,payment_method_mailed_check,quarter_q3,device_protection_no,device_protection_yes,tech_support_no,tech_support_yes,state_california,city_encoded,longitude_encoded
1,0,1,0,1,1,0,22,0,0,0,0,1,4917,2,70.35,263,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,735,1481
0,0,1,0,1,1,1,18,1,1,0,0,1,2613,48,96.9,433,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,739,1190
0,0,1,0,1,1,0,0,0,0,0,1,1,4430,27,19.55,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,769,1528
1,1,1,0,1,1,0,52,0,1,1,0,1,6367,70,80.4,26438,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,805,1413
0,0,1,0,1,1,1,3,0,1,0,0,1,4120,46,94.65,88,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,900,1548
0,0,1,1,1,1,1,27,0,1,0,1,1,5561,69,95.75,4231,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,918,1193
0,0,1,0,0,1,0,0,0,0,0,0,1,4309,65,19.55,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,986,1319
0,0,1,0,0,1,0,0,0,0,0,0,1,2185,17,20.1,3749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1053,1530
0,1,1,0,1,1,1,76,1,0,1,0,1,4053,51,111.55,5896,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1054,1410
0,0,1,0,1,1,0,10,1,1,0,1,1,4994,51,60.5,843,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1071,1226
1,0,1,0,1,1,1,15,1,1,1,0,1,6091,72,90.95,9538,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1101,1495
0,0,1,0,0,1,0,0,0,0,0,1,1,4136,34,19.7,1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90,907
0,0,1,0,1,0,0,6,1,1,1,0,1,6395,67,50.95,857,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,178,817
1,0,1,0,1,1,0,0,0,0,0,0,1,5579,49,20.05,650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185,824
0,0,1,1,1,1,0,0,0,0,0,0,1,4497,53,19.4,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198,886
0,0,1,0,0,1,1,25,0,0,0,1,1,4818,27,59.45,1332,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,206,726
0,0,1,0,0,1,1,26,1,1,1,0,1,5286,69,81.5,1177,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,269,804
1,0,1,1,1,0,0,27,0,0,0,1,1,4998,2,29.05,132,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,280,816
1,0,1,0,1,1,0,27,1,1,1,1,1,5433,46,70.6,946,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,418,821
1,0,1,0,0,1,1,8,0,1,1,0,1,4971,54,97.2,3093,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,458,878
0,0,1,0,0,1,1,17,1,0,0,1,1,5924,20,59.2,385,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,532,845
0,1,1,0,0,1,0,27,0,1,0,0,1,4278,11,75.9,1822,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,563,828
0,0,1,0,1,1,0,3,1,1,1,1,1,5036,68,70.95,957,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,585,780
1,0,1,0,0,1,0,3,0,0,0,1,1,4633,1,43.8,322,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,138,867
0,0,1,0,1,0,0,5,1,1,1,1,1,5639,63,59.0,348,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,920,902
1,0,1,0,0,1,0,17,0,0,1,0,1,2754,3,69.95,227,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,922,848
1,1,1,0,0,1,1,0,0,0,0,1,1,4200,48,24.35,408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,852
0,0,1,0,0,0,0,15,0,0,0,1,1,5112,66,29.45,19440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,974,894
1,0,1,1,1,1,1,30,0,1,0,0,1,5045,68,84.4,72,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,990,909
1,1,1,0,1,1,0,0,0,0,0,1,1,3575,7,20.65,2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012,1115
0,0,1,0,1,1,1,26,1,1,1,0,1,5993,72,87.1,162,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1057,801
1,0,1,0,0,1,0,0,0,0,0,1,1,2712,29,19.85,4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1068,988
0,0,1,0,1,1,0,22,0,0,1,0,1,3347,37,90.35,1943,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,162,803
1,0,1,0,1,1,1,25,1,1,0,1,1,5631,59,65.5,4806,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,475,795
1,1,1,0,0,1,0,53,0,1,0,0,1,3056,27,56.15,678,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,980,797
0,0,1,0,1,0,0,10,1,0,0,1,1,4207,17,34.4,54492,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,554,475
0,0,1,0,1,1,0,0,0,0,0,1,1,4927,58,20.75,44586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,474
0,1,1,0,1,1,0,0,0,0,0,1,1,5160,1,18.8,58198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,492
1,0,1,0,0,1,1,19,1,1,0,1,1,5249,53,90.8,43019,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,554,508
0,1,1,0,0,1,1,0,0,0,0,0,1,2980,35,25.6,62784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,502
0,0,1,0,1,1,1,10,0,1,1,1,1,5540,68,70.8,30852,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,554,532
0,1,1,0,1,1,1,0,0,0,0,1,1,3159,47,25.4,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,517
1,0,1,0,0,1,1,8,0,0,0,0,1,4834,9,76.85,15140,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,554,490
1,0,1,0,0,1,0,0,0,0,0,1,1,2653,8,20.25,46984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,538
0,0,1,0,0,1,1,0,0,0,0,0,1,4527,14,24.8,20692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,489
1,1,1,0,0,1,1,30,1,1,1,0,1,3974,45,115.65,47143,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,518
1,1,1,0,0,1,1,42,0,0,0,0,1,2142,8,74.6,67520,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,554,530
0,0,1,1,1,1,0,19,1,1,1,0,1,4663,66,103.15,3012,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,554,468
0,0,1,0,1,1,1,18,1,1,0,1,1,4658,72,72.1,68701,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,432
1,0,1,1,1,1,1,0,0,0,0,1,1,2267,23,25.1,44150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,582
1,1,1,0,0,1,1,73,1,0,0,0,1,2841,4,80.15,73686,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,554,487
0,0,1,1,1,1,1,0,0,0,0,1,1,2882,6,25.4,48727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,504
0,0,1,0,1,1,1,0,0,0,0,0,1,5623,56,24.45,38415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,453
1,0,1,0,1,1,1,0,0,0,0,1,1,6126,72,25.0,46960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,439
0,0,1,0,1,1,1,30,1,1,1,0,1,6275,72,85.25,49431,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,554,457
0,0,1,1,1,1,0,0,0,0,0,1,1,4617,23,19.6,58218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,562
1,0,1,1,0,1,1,19,0,0,0,1,1,5879,35,50.15,27799,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,554,552
0,0,1,0,1,1,1,0,0,0,0,1,1,3277,12,26.4,32562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,523
1,0,1,0,0,1,0,0,0,0,0,1,1,3915,40,20.15,29310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,482
0,1,1,1,1,0,0,47,1,1,1,1,1,3332,7,58.85,9805,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,554,429
0,0,1,1,1,1,1,53,1,1,0,0,1,4551,70,97.55,27866,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,554,454
0,0,1,1,1,1,0,0,0,0,0,1,1,6315,60,19.65,64672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,447
0,1,1,0,1,0,0,48,0,0,0,0,1,4259,39,25.25,44764,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,554,528
0,0,1,0,1,1,1,8,1,1,1,1,1,6274,72,114.45,87383,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,500
0,0,1,0,1,1,1,28,0,1,0,0,1,5276,54,70.7,49839,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,554,542
1,0,1,0,1,1,0,30,1,1,0,1,1,4626,63,75.55,21739,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,548
0,0,1,1,1,1,1,75,0,1,0,0,1,5952,71,84.8,33523,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,554,600
1,0,1,0,0,1,0,0,0,0,0,0,1,5956,42,20.65,8115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,546
0,1,1,0,0,1,0,0,0,0,0,1,1,4342,47,20.45,44004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,494
0,1,1,0,0,0,0,73,0,1,0,0,1,4986,11,35.65,24511,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,554,493
0,0,1,0,0,1,1,30,0,1,0,0,1,5709,69,97.65,24505,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,578
1,1,1,0,0,1,1,42,0,0,0,0,1,5269,5,82.75,21728,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,524
1,1,1,0,1,1,1,0,0,0,0,0,1,4412,71,24.4,20408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1061,549
1,1,1,0,0,1,1,69,0,1,0,0,1,5481,29,55.25,21,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,554,479
0,0,1,0,1,1,1,3,0,1,0,1,1,4729,52,61.35,10470,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,554,588
0,0,1,0,0,1,1,29,1,1,1,1,1,5395,68,76.75,105285,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,66,438
1,0,1,1,1,1,0,0,0,0,0,1,1,2320,46,19.4,21397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77,573
0,0,1,0,0,1,0,26,0,0,1,0,1,5317,8,54.75,8321,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,77,551
0,1,1,0,1,1,0,0,0,0,0,1,1,6436,72,19.7,11355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77,567
1,0,1,0,0,1,0,0,0,0,0,1,1,2093,17,19.9,47305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212,464
0,0,1,0,0,1,0,28,0,1,1,0,1,5653,3,107.95,51387,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,212,452
1,0,1,0,0,0,0,24,0,1,1,0,1,4380,51,56.4,15195,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,235,555
1,0,1,1,1,1,0,0,0,0,0,1,1,5874,6,20.1,24908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,267,414
1,0,1,0,1,1,1,7,0,0,1,1,1,2330,3,94.9,40152,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,267,418
0,0,1,0,1,1,1,8,0,0,0,1,1,3712,30,49.9,16041,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,293,568
0,0,1,0,0,1,1,24,0,1,0,0,1,4443,31,71.05,47758,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,359,505
1,0,1,0,0,1,0,30,1,0,1,1,1,5937,45,81.65,9960,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,359,495
0,0,1,0,1,1,1,48,1,1,0,1,1,5519,64,89.45,26442,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,359,516
0,0,1,0,0,1,0,0,0,0,0,1,1,5279,1,19.05,33300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,518,536
0,0,1,1,0,1,1,13,1,1,1,1,1,4700,72,114.45,11,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,575,636
1,0,1,0,1,1,0,24,0,0,0,0,1,5014,7,44.25,33758,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,578,560
1,0,1,0,1,1,1,20,0,1,0,0,1,4958,66,90.55,28094,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,591,444
0,0,1,1,1,1,0,0,0,0,0,0,1,5918,40,20.4,24979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,729,570
0,1,1,0,0,1,1,48,0,1,1,0,1,3360,16,71.4,41263,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,799,544
0,1,1,0,1,1,1,0,0,0,0,1,1,4833,67,24.85,37322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,809,545
1,0,1,0,1,1,0,14,1,1,1,0,1,2719,41,104.45,96267,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,942,446
1,0,1,1,1,1,0,0,0,0,0,0,1,4681,56,19.8,5451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000,623
1,1,1,0,0,1,1,51,1,1,1,0,1,5567,72,116.45,31021,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1035,595
1,0,1,0,1,1,0,0,0,0,0,1,1,4212,54,20.05,11264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,770,584
1,0,1,0,0,1,0,26,0,0,1,0,1,5306,50,89.7,30779,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,448,539
0,0,1,0,1,1,0,5,1,0,0,1,1,3560,27,48.7,28680,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,448,541
0,0,1,0,0,1,0,30,1,1,1,0,1,5974,62,74.3,5221,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,891,601
1,0,1,0,0,1,0,26,0,1,0,0,1,3854,12,54.3,11509,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,891,602
0,0,1,1,1,1,0,75,0,1,0,0,1,4387,54,79.95,19975,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,891,593
1,0,1,0,0,1,0,0,0,0,0,1,1,5740,68,20.05,26099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,891,594
0,1,1,0,0,1,0,0,0,0,0,1,1,4958,20,19.4,40705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1002,514
0,0,1,0,1,1,1,6,0,0,0,1,1,4322,50,54.9,17058,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1002,501
0,0,1,0,0,1,1,0,0,0,0,0,1,6490,58,24.45,41979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1002,537
0,0,1,1,1,1,1,53,0,1,0,0,1,2622,35,89.65,31678,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1002,525
1,0,1,0,0,1,0,13,0,0,0,0,1,4964,2,45.4,34873,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1002,533
0,0,1,0,1,1,1,21,1,0,1,1,1,5113,63,75.7,32050,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1072,380
1,0,1,0,1,1,1,18,1,1,1,0,1,4761,58,110.65,26265,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1072,375
1,0,1,0,1,1,0,0,0,0,0,0,1,2269,27,20.55,19109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1072,364
1,0,1,0,1,1,1,9,1,1,1,0,1,4144,71,115.15,37887,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1072,371
1,0,1,0,0,1,0,9,0,0,1,1,1,6312,63,58.55,38181,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1072,379
0,0,1,0,1,1,1,7,0,1,1,0,1,6035,71,93.25,32148,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1072,392
1,0,1,1,1,1,0,0,0,0,0,0,1,6303,68,19.35,47344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,238,381
0,0,1,1,1,1,0,22,1,0,0,0,1,5068,1,48.75,67354,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,487,349
1,0,1,0,0,1,1,11,0,0,0,0,1,2885,28,54.9,103214,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,680,399
0,0,1,1,1,1,1,0,0,0,0,1,1,4185,72,24.75,63288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,752,404
1,0,1,0,0,1,0,12,1,1,0,0,1,2686,2,91.15,16271,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,888,389
0,0,1,0,1,1,1,20,1,1,1,0,1,4451,68,92.2,24660,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,405,506
1,0,1,0,1,1,0,0,0,0,0,0,1,6064,57,19.6,20890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,511,397
0,0,1,0,1,0,0,9,0,1,0,1,1,4778,54,30.4,14852,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,408,396
1,0,1,0,1,1,0,20,1,1,0,0,1,2059,44,61.5,21343,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,551,391
0,0,1,1,1,1,1,17,1,1,0,0,1,4701,42,69.4,55306,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,731,434
0,1,1,1,1,1,1,0,0,0,0,1,1,6232,72,24.75,58639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,876,496
1,1,1,0,1,1,1,76,1,1,1,1,1,4644,71,91.05,21279,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,876,515
1,1,1,0,1,1,1,48,0,0,1,0,1,2590,23,73.65,1107,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,972,395
1,0,1,0,0,1,0,0,0,0,0,1,1,3986,30,19.4,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,973,402
0,0,1,0,0,1,1,0,0,0,0,1,1,4419,35,26.2,53323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1078,484
0,0,1,0,0,1,0,27,0,0,0,0,1,5913,1,43.85,25566,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,164,478
0,1,1,0,0,1,0,42,0,0,0,0,1,4838,22,69.7,38427,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,548,456
0,1,1,0,1,0,0,58,1,1,0,1,1,3345,7,38.55,31352,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,548,420
1,0,1,0,0,0,0,9,1,1,1,0,1,2751,36,53.1,43467,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,548,428
1,0,1,1,1,1,0,0,0,0,0,1,1,5099,34,20.65,91664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,548,440
0,1,1,0,1,1,1,48,1,1,0,1,1,6330,72,64.45,49647,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,548,441
0,0,1,1,1,1,1,0,0,0,0,1,1,3040,36,25.1,31556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,548,442
1,0,1,1,1,1,1,19,1,1,0,0,1,5647,71,95.15,19034,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,548,424
0,0,1,0,1,1,0,5,0,0,1,0,1,5228,17,96.65,425,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,548,413
0,1,1,0,0,1,0,52,0,0,1,0,1,2954,1,75.5,36243,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,18,423
0,0,1,1,1,1,0,0,0,0,0,1,1,5104,12,19.7,30028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36,378
1,0,1,0,1,1,0,0,0,0,0,1,1,6302,72,20.5,30933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36,385
0,0,1,0,0,1,0,0,0,0,0,1,1,4629,1,19.2,27414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270,352
0,0,1,1,1,1,1,57,0,0,0,1,1,5100,60,74.35,41067,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,625,368
1,0,1,0,1,0,0,17,0,1,0,1,1,4159,61,51.35,7527,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,633,462
