tenure_months,dependents,monthly_charges,tech_support_no,city_encoded,population,longitude_encoded,cltv,avg_monthly_gb_download,online_security,paperless_billing,payment_method_credit_card,online_backup,payment_method_bank_withdrawal,streaming_music,referred_a_friend,internet_type_dsl,internet_type_cable,internet_type_fiber_optic,multiple_lines,churn_label
29,0,20.0,0.0,733,12587,733,4128,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
67,0,25.25,0.0,351,3258,770,5887,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
67,0,70.9,0.0,793,265,784,4361,15,1,1,1.0,1,0.0,0,1,1.0,0.0,0.0,1,1
6,1,19.85,0.0,804,972,788,5060,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
47,0,106.35,1.0,813,25923,722,3723,10,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
53,0,99.5,0.0,828,5729,787,4754,13,1,1,1.0,1,0.0,1,0,0.0,0.0,1.0,0,1
69,0,84.7,0.0,882,28991,723,5345,7,1,0,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
3,0,86.05,1.0,862,4318,818,2500,29,1,0,1.0,0,0.0,1,0,0.0,0.0,1.0,0,1
4,0,44.55,1.0,907,26213,743,2124,29,0,1,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
56,1,75.85,0.0,913,642,666,5314,26,1,0,1.0,1,0.0,1,1,1.0,0.0,0.0,1,1
2,0,45.0,1.0,998,2633,715,5225,12,0,0,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
12,1,20.5,0.0,1087,327,736,2891,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
28,1,90.45,0.0,949,3146,693,5823,19,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
24,0,60.45,0.0,351,13858,769,5095,4,1,1,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
68,1,78.45,0.0,351,31180,765,5071,29,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,1,1
39,1,100.55,0.0,351,26580,772,3124,85,0,1,1.0,0,0.0,1,0,0.0,0.0,1.0,1,1
42,0,20.35,0.0,351,35451,778,2127,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
6,0,90.75,1.0,351,29337,764,4297,8,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
38,0,20.25,0.0,351,45087,766,4411,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
18,0,20.05,0.0,351,6848,768,2782,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
4,0,19.6,0.0,351,60889,785,4580,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
27,0,53.8,0.0,351,21010,758,2563,15,0,0,0.0,1,1.0,0,1,1.0,0.0,0.0,0,1
41,1,70.2,1.0,351,39148,763,5365,11,1,1,1.0,1,0.0,0,0,0.0,1.0,0.0,0,1
50,1,75.5,0.0,351,54701,748,5141,47,1,1,0.0,0,1.0,1,1,0.0,1.0,0.0,0,1
72,1,20.35,0.0,351,16346,775,4949,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
70,0,26.05,0.0,843,35739,1150,4467,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
44,1,20.6,0.0,843,58548,1142,2471,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
34,1,20.1,0.0,843,22292,1160,2272,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
71,0,24.5,0.0,306,48690,92,4058,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
64,0,110.5,0.0,159,2966,1233,5718,24,0,0,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
72,0,25.25,0.0,158,13121,1206,4551,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
23,0,68.75,0.0,375,9023,1090,3519,29,1,0,0.0,0,1.0,1,1,1.0,0.0,0.0,0,1
52,1,19.2,0.0,384,14204,1085,4203,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
64,0,115.1,0.0,474,14477,979,5213,4,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
24,0,99.65,1.0,630,32857,1212,5207,6,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
2,0,91.45,1.0,715,15449,1235,4889,20,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
34,1,84.75,0.0,741,4602,1240,2020,16,1,1,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
53,1,78.75,0.0,903,38244,1192,5052,56,0,0,1.0,0,0.0,1,1,1.0,0.0,0.0,1,1
47,1,20.25,0.0,931,13003,1077,2070,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
72,1,19.9,0.0,946,407,1157,5730,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
72,1,97.75,0.0,69,25566,1395,4054,59,1,0,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
7,0,100.4,0.0,401,17929,1422,5041,25,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
71,0,24.45,0.0,488,1622,1349,4742,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
67,1,50.9,1.0,553,18486,1323,5281,17,1,1,1.0,0,0.0,1,1,1.0,0.0,0.0,0,1
69,0,107.2,0.0,553,21496,1306,5935,24,1,0,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
72,0,113.4,0.0,785,6601,1346,6347,25,1,1,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
34,1,40.55,0.0,613,20350,1419,3897,29,0,0,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
65,1,26.0,0.0,626,2346,1459,5352,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
70,0,111.95,0.0,640,3064,1458,4182,26,1,0,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
72,1,53.8,1.0,648,32143,1303,4954,14,1,0,1.0,0,0.0,1,1,0.0,1.0,0.0,0,1
35,1,72.1,0.0,648,13483,1297,5510,73,0,0,1.0,0,0.0,1,0,1.0,0.0,0.0,0,1
12,0,78.85,1.0,717,38885,1443,2495,17,1,1,0.0,0,1.0,1,1,0.0,1.0,0.0,1,1
62,1,70.75,0.0,746,2055,1391,4133,20,1,0,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
25,0,76.15,0.0,811,35737,1356,3955,48,1,0,1.0,0,0.0,1,0,1.0,0.0,0.0,0,1
52,0,39.1,0.0,811,25569,1389,4247,7,1,1,1.0,1,0.0,0,0,1.0,0.0,0.0,0,1
2,0,20.05,0.0,811,10658,1353,4978,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
56,1,20.05,0.0,851,39566,1434,5172,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
12,0,19.45,0.0,852,28098,1368,4862,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
47,0,26.9,0.0,860,291,1403,2382,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
18,0,50.0,1.0,970,64010,1270,4952,69,0,0,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
8,0,60.0,1.0,970,50070,1279,5862,24,1,0,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
45,0,84.55,1.0,970,16985,1265,3289,15,1,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,1
3,0,45.45,1.0,857,28998,1430,3666,17,0,1,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
38,0,20.05,0.0,857,23036,1425,4539,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
72,0,115.55,0.0,857,384,1417,5890,21,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
71,1,99.0,1.0,857,17372,1416,4305,17,1,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,1
66,1,50.55,0.0,857,13723,1423,4652,23,0,1,0.0,0,1.0,1,1,0.0,1.0,0.0,0,1
13,1,25.0,0.0,857,3337,1418,4734,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
65,1,91.55,0.0,857,73117,1439,4921,26,1,1,0.0,1,1.0,1,1,0.0,1.0,0.0,1,1
15,1,19.35,0.0,857,33122,1437,2742,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
72,0,24.85,0.0,857,42959,1453,4067,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
42,1,100.4,0.0,857,38955,1445,3265,26,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
71,0,25.0,0.0,857,42476,1457,4066,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
35,0,19.25,0.0,857,33177,1412,4988,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
53,1,108.25,0.0,857,20643,1444,5989,29,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,0,1
48,0,20.15,0.0,857,27906,1438,4399,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
10,0,20.0,0.0,857,26831,1424,2411,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
12,1,105.3,1.0,857,40137,1426,5913,18,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
58,0,65.25,1.0,725,45499,1312,5912,20,1,0,1.0,1,0.0,0,0,1.0,0.0,0.0,0,1
37,0,19.8,0.0,725,1723,1334,5336,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
44,1,19.6,0.0,951,13386,1331,5584,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
27,1,20.05,0.0,725,24492,1321,2400,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
8,0,49.4,0.0,873,32488,1396,2907,6,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
57,1,100.6,1.0,873,31882,1372,6351,28,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
12,0,19.45,0.0,7,58555,1373,4788,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
62,1,20.3,0.0,7,13996,1350,4574,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
65,0,107.65,0.0,242,19777,1225,4193,52,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
71,0,80.45,0.0,8,15187,1262,4518,27,0,0,0.0,0,1.0,1,1,0.0,1.0,0.0,1,1
21,1,58.85,1.0,27,3641,1431,2845,30,0,0,1.0,1,0.0,0,1,0.0,1.0,0.0,0,1
71,0,109.6,1.0,30,90891,1187,4564,9,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
7,0,75.15,1.0,72,25578,1314,4216,10,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
72,0,73.0,0.0,76,2379,1156,5127,69,1,0,1.0,1,0.0,1,0,0.0,1.0,0.0,0,1
1,0,70.1,1.0,88,138,1199,2475,23,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
72,1,98.65,0.0,110,26577,1162,4616,10,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
64,1,111.45,0.0,127,10153,1144,5129,53,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
72,0,114.9,0.0,136,7384,1482,4589,5,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
29,0,100.55,1.0,194,14239,1203,4847,12,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
13,0,20.4,0.0,213,27394,1272,4883,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
31,0,104.35,1.0,213,18650,1267,5320,58,1,1,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
14,1,80.45,0.0,287,23141,1382,5772,21,0,1,1.0,1,0.0,1,1,1.0,0.0,0.0,1,1
72,0,91.35,0.0,348,66543,1252,5378,22,1,0,0.0,1,1.0,1,0,1.0,0.0,0.0,1,1
25,1,19.9,0.0,410,60274,1298,4134,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
18,0,68.35,0.0,410,72993,1280,5993,48,1,0,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
71,0,79.1,0.0,410,27311,1315,5872,27,0,0,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
2,1,80.55,1.0,417,22479,1345,5346,11,1,1,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
17,1,66.7,0.0,497,23996,1317,2814,53,0,0,0.0,1,0.0,0,1,1.0,0.0,0.0,1,1
56,0,86.4,1.0,536,75929,1159,4449,13,1,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
60,0,50.05,1.0,171,13212,1271,5493,4,1,1,0.0,1,1.0,1,1,0.0,1.0,0.0,0,1
33,0,25.7,0.0,587,46677,1313,3378,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
1,0,83.4,0.0,348,33883,1300,5960,9,1,0,1.0,1,0.0,0,0,0.0,0.0,1.0,0,1
63,0,84.65,0.0,653,63947,1370,4604,7,1,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,1
55,0,64.75,1.0,659,42491,1277,4634,20,0,0,0.0,1,0.0,1,0,0.0,1.0,0.0,0,1
65,0,100.15,0.0,691,27607,1164,4915,6,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
63,0,25.25,0.0,758,16717,1385,4530,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
36,1,40.65,0.0,773,36669,1209,2564,71,1,1,1.0,0,0.0,0,1,0.0,1.0,0.0,0,1
22,0,94.95,0.0,780,173,1340,4242,18,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,0,1
1,0,19.8,0.0,866,41871,1330,3129,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
56,0,81.8,0.0,866,36568,1316,4399,21,0,0,1.0,1,0.0,1,0,1.0,0.0,0.0,0,1
2,0,20.0,0.0,866,19815,1329,2237,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
35,0,59.6,1.0,867,26240,1322,2187,16,1,0,0.0,0,1.0,0,0,1.0,0.0,0.0,1,1
64,0,25.0,0.0,879,44078,1255,5538,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
15,0,84.35,1.0,964,39279,1268,3314,4,1,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
1,0,55.55,1.0,1022,66472,1288,2207,48,0,1,0.0,0,0.0,1,0,1.0,0.0,0.0,0,1
70,1,75.35,0.0,773,28568,1228,6477,53,1,1,1.0,0,0.0,1,1,1.0,0.0,0.0,0,1
39,0,59.3,0.0,1028,51665,1336,5843,17,0,1,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
29,0,66.1,1.0,1028,159,1375,5590,26,1,0,0.0,0,1.0,1,0,0.0,1.0,0.0,1,1
14,1,18.8,0.0,1046,18024,1296,5751,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
61,0,86.45,0.0,1046,40917,1290,4471,24,1,1,1.0,0,0.0,1,0,0.0,1.0,0.0,1,1
13,1,52.1,1.0,1046,26022,1264,4929,59,1,0,1.0,0,0.0,1,0,0.0,1.0,0.0,0,1
66,0,47.4,0.0,1100,2873,1406,6435,29,1,0,0.0,1,0.0,0,0,1.0,0.0,0.0,0,1
59,0,109.15,1.0,690,28900,1344,5186,4,1,0,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
62,1,94.95,1.0,690,31392,1332,4262,59,1,0,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
66,1,79.5,0.0,690,41876,1361,4285,23,0,0,1.0,1,0.0,1,0,1.0,0.0,0.0,0,1
72,0,115.05,0.0,690,21054,1390,5905,15,1,1,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
51,1,95.15,0.0,690,29964,1358,6492,47,1,0,0.0,0,0.0,1,1,0.0,0.0,1.0,1,1
63,0,105.4,0.0,690,36517,1347,4551,73,0,1,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
27,0,20.1,0.0,690,11702,1369,3428,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
42,1,20.7,0.0,690,30751,1341,5320,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
29,0,20.35,0.0,74,15638,1378,4840,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
30,0,19.7,0.0,74,21205,1362,3302,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
71,1,85.45,0.0,9,15882,1387,5394,53,1,1,0.0,1,1.0,1,1,1.0,0.0,0.0,0,1
46,0,40.4,0.0,74,11889,1376,2519,26,1,1,1.0,0,0.0,0,1,1.0,0.0,0.0,0,1
69,0,105.2,0.0,74,8157,1393,6247,28,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
72,0,100.65,1.0,818,28450,1411,6380,28,1,1,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
28,0,91.0,0.0,818,39089,1404,2448,59,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
7,0,59.1,1.0,878,28403,1471,4770,17,1,0,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
22,0,49.8,1.0,383,12010,1474,4667,11,1,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,1
72,0,19.3,0.0,70,13065,1449,4722,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
8,1,19.65,0.0,95,584,1536,4535,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
52,0,81.4,0.0,96,1785,1543,4628,24,1,0,1.0,1,0.0,1,1,0.0,1.0,0.0,1,1
68,0,38.9,0.0,98,1573,1503,5278,58,1,1,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
71,0,87.95,0.0,221,9038,1460,4278,30,1,1,0.0,1,1.0,1,1,1.0,0.0,0.0,1,1
2,0,19.85,0.0,832,42544,1499,3300,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
35,0,24.15,1.0,313,8486,1485,5097,21,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
61,1,19.1,0.0,223,7936,1502,4376,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
1,0,44.0,1.0,335,1025,1496,2785,17,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
53,1,60.6,1.0,501,821,1497,4854,59,0,1,1.0,0,0.0,1,1,1.0,0.0,0.0,0,1
72,0,25.65,0.0,515,6773,1468,5613,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
24,0,20.4,0.0,681,24741,1487,3071,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
8,0,29.35,1.0,699,248,1509,5369,8,1,1,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
1,0,20.45,0.0,743,3777,1489,2184,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
54,0,95.1,0.0,747,31930,1511,4825,52,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
41,0,25.25,0.0,747,35419,1473,3461,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
19,0,44.9,1.0,776,1885,1517,5842,22,0,1,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
72,1,92.65,0.0,848,16849,1477,6342,19,1,1,0.0,1,1.0,1,1,1.0,0.0,0.0,1,1
62,0,43.7,0.0,859,548,1492,5254,51,1,0,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
32,1,18.95,0.0,999,384,1522,4735,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
21,0,20.5,0.0,1030,66,1527,5654,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
62,1,19.95,0.0,1090,1449,1488,4803,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
2,0,24.5,1.0,20,2147,1262,5786,5,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
27,1,20.6,0.0,34,24227,1213,2924,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
25,0,61.05,1.0,71,6407,1304,3695,9,1,1,0.0,1,1.0,1,0,1.0,0.0,0.0,0,1
49,0,106.65,0.0,114,1007,1308,5154,25,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
63,0,108.25,1.0,143,44976,1248,5331,16,1,1,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
4,1,20.4,0.0,154,9673,1247,4929,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
1,0,55.3,1.0,172,8582,1175,2849,82,0,0,1.0,0,0.0,0,1,1.0,0.0,0.0,0,1
11,0,20.25,0.0,236,54431,1301,4032,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
64,0,104.65,0.0,347,4753,1183,6443,23,0,0,1.0,0,0.0,1,0,0.0,0.0,1.0,1,1
43,1,75.2,1.0,365,49968,1128,3976,59,1,1,0.0,0,1.0,1,1,0.0,1.0,0.0,0,1
61,0,101.15,0.0,306,48690,92,5177,23,0,1,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
66,0,68.75,0.0,556,10172,1242,5454,10,1,1,0.0,1,1.0,0,0,0.0,1.0,0.0,1,1
67,0,111.05,0.0,615,62848,1214,6103,29,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,0,1
42,0,99.0,0.0,637,41707,1158,4545,17,0,0,1.0,0,0.0,1,1,0.0,0.0,1.0,0,1
31,1,21.0,0.0,643,77,1291,5225,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
7,0,19.4,0.0,719,813,968,5873,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
34,1,77.2,1.0,872,5671,1146,3997,52,0,1,0.0,0,1.0,1,0,0.0,1.0,0.0,1,1
3,0,19.45,0.0,885,36349,1246,2787,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
19,1,24.85,1.0,885,52986,1258,2958,85,0,0,1.0,0,0.0,0,1,0.0,1.0,0.0,0,1
3,0,41.35,0.0,887,36631,1261,5534,25,1,1,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
46,0,19.6,0.0,887,4563,1295,5092,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
69,1,84.45,1.0,901,14574,1266,5629,16,1,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
5,0,20.25,0.0,897,30589,1289,5064,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
1,0,19.65,0.0,938,9823,1244,3625,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
26,0,20.65,0.0,1052,81141,1173,2194,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
25,0,99.3,0.0,863,57748,1194,3847,51,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
64,1,81.05,1.0,863,52334,1216,5168,12,1,1,0.0,1,1.0,0,1,0.0,0.0,1.0,0,1
30,1,67.6,0.0,863,561,1219,4104,19,1,1,0.0,1,1.0,0,1,0.0,1.0,0.0,1,1
13,0,70.15,1.0,863,51706,1207,4599,10,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
64,0,115.0,0.0,863,29914,1249,5189,29,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
46,1,84.8,0.0,863,31926,1218,5756,59,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
12,0,19.7,0.0,863,10155,1184,3423,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
13,1,63.15,1.0,863,59841,1197,5916,25,1,0,1.0,0,0.0,1,1,0.0,1.0,0.0,0,1
67,1,74.0,0.0,863,59632,1195,4188,16,1,1,1.0,1,0.0,0,1,0.0,1.0,0.0,1,1
24,0,29.1,1.0,863,45257,1234,4636,51,0,1,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
6,0,50.05,0.0,863,46185,1220,3929,13,0,1,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
10,0,20.0,0.0,863,32804,1237,2706,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
13,0,74.65,1.0,863,37570,1263,4172,15,0,0,1.0,1,0.0,0,0,0.0,0.0,1.0,0,1
38,1,85.4,0.0,863,26032,1208,5292,59,1,0,0.0,0,1.0,1,1,1.0,0.0,0.0,1,1
43,0,94.1,1.0,863,9657,1241,4392,11,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
25,0,108.9,0.0,863,36944,1205,4398,51,0,1,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
27,1,56.2,1.0,863,14792,1172,5978,59,1,1,1.0,1,0.0,0,0,1.0,0.0,0.0,0,1
72,1,26.1,0.0,863,7023,1177,5475,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
71,1,85.45,1.0,642,38,1153,4777,30,1,0,1.0,1,0.0,0,0,0.0,0.0,1.0,1,1
24,0,88.95,1.0,863,44103,1180,5557,9,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
57,0,74.35,1.0,957,16357,1070,5548,42,1,0,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
15,0,48.85,1.0,957,30476,1064,5584,23,0,1,0.0,1,1.0,0,0,0.0,1.0,0.0,0,1
4,0,80.1,1.0,957,34138,1046,2333,82,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
28,0,56.05,1.0,957,49657,1098,4468,15,1,1,0.0,1,1.0,0,0,0.0,1.0,0.0,0,1
55,0,89.8,1.0,957,30814,1074,5875,9,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
55,1,19.1,0.0,957,23789,1015,4391,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
20,1,20.35,0.0,957,19109,1086,2522,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
62,1,106.05,0.0,0,6317,1038,6361,23,0,0,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
43,0,19.65,0.0,39,5159,831,3678,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
60,0,59.85,0.0,124,27,961,4029,21,1,1,0.0,1,1.0,0,1,0.0,1.0,0.0,0,1
58,0,86.1,1.0,145,75,951,5666,2,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,1,1
7,1,19.45,0.0,197,722,991,5084,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
2,1,97.1,1.0,215,2633,910,5745,24,1,1,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
39,1,19.75,0.0,367,21,885,3944,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
68,0,24.55,0.0,530,3148,992,6042,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
62,1,48.7,0.0,539,3205,1016,5453,26,1,1,0.0,1,1.0,0,1,0.0,1.0,0.0,0,1
72,0,109.55,1.0,541,22073,1091,6452,2,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
41,0,20.65,0.0,624,2718,888,5062,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
4,0,55.2,1.0,650,4353,863,4042,17,1,1,0.0,1,1.0,0,0,0.0,1.0,0.0,0,1
53,0,24.05,0.0,847,3930,895,4865,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
39,0,20.45,0.0,1031,11266,945,2165,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
