gender,under_30,senior_citizen,dependents,country,state,city,longitude,referred_a_friend,phone_service,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,streaming_music,paperless_billing,payment_method,quarter,churn_label,cltv,tenure_months,device_protection,tech_support,monthly_charges,population
Male,No,No,No,United States,California,Quincy,-121.041166,No,Yes,No,DSL,23,No,No,No,No,Credit Card,Q3,No,3266,8,No,No,43.55,6189
Female,No,No,No,United States,California,Chico,-121.843567,No,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Credit Card,Q3,No,5775,63,Yes,Yes,109.85,26971
Female,No,No,Yes,United States,California,Richvale,-121.747472,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4058,7,No internet service,No internet service,20.65,74
Female,No,No,No,United States,California,Rough And Ready,-121.156163,No,Yes,No,Fiber Optic,28,No,Yes,Yes,No,Bank Withdrawal,Q3,No,2813,3,No,No,95.4,1601
Male,Yes,No,Yes,United States,California,Smartville,-121.291692,Yes,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4974,72,No internet service,No internet service,21.0,963
Female,No,No,No,United States,California,Stirling City,-121.527823,No,Yes,No,Cable,22,No,No,Yes,Yes,Bank Withdrawal,Q3,No,3384,19,No,No,56.2,28
Female,No,No,No,United States,California,Stonyford,-122.415841,Yes,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4375,59,No internet service,No internet service,18.4,844
Female,No,No,Yes,United States,California,Sutter,-121.805845,Yes,Yes,Yes,,0,No,No,No,Yes,Bank Withdrawal,Q3,No,4194,35,No internet service,No internet service,25.75,3193
Male,No,No,No,United States,California,Taylorsville,-120.743116,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,2847,14,No internet service,No internet service,19.6,513
Female,Yes,No,Yes,United States,California,Washington,-120.786867,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5423,69,No internet service,No internet service,19.8,145
Male,No,No,No,United States,California,Willows,-122.286363,Yes,Yes,No,Cable,18,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,5839,69,Yes,Yes,75.75,8812
Female,No,No,No,United States,California,Yuba City,-121.614982,Yes,Yes,Yes,Cable,6,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5050,72,No,Yes,78.95,34967
Female,No,No,Yes,United States,California,Redding,-122.464732,Yes,Yes,No,Cable,21,Yes,No,No,No,Bank Withdrawal,Q3,No,3147,4,No,No,50.3,31586
Male,No,No,Yes,United States,California,Redding,-122.318749,Yes,Yes,No,Fiber Optic,48,No,Yes,No,Yes,Credit Card,Q3,No,5157,63,Yes,No,80.3,30338
Male,No,No,No,United States,California,Redding,-122.29467,No,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4790,72,No internet service,No internet service,19.85,41476
Female,No,No,No,United States,California,Adin,-120.913161,No,Yes,No,,0,No,No,No,Yes,Bank Withdrawal,Q3,No,4791,46,No internet service,No internet service,21.1,615
Male,No,No,No,United States,California,Bella Vista,-122.109666,Yes,Yes,No,DSL,6,No,No,No,Yes,Credit Card,Q3,No,4715,30,Yes,No,50.0,899
Male,No,No,No,United States,California,Bieber,-121.107929,No,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5882,63,Yes,No,104.75,595
Female,No,No,No,United States,California,Big Bar,-123.287414,No,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,6213,60,No internet service,No internet service,19.85,269
Male,Yes,No,Yes,United States,California,Burney,-121.719489,No,Yes,No,Fiber Optic,59,No,No,No,No,Bank Withdrawal,Q3,No,3153,25,No,Yes,85.9,4552
Male,No,No,No,United States,California,Cassel,-121.572692,No,Yes,Yes,,0,No,No,No,No,Credit Card,Q3,No,3403,22,No internet service,No internet service,25.25,344
Female,No,No,No,United States,California,Castella,-122.336613,Yes,Yes,Yes,DSL,2,No,Yes,Yes,No,Bank Withdrawal,Q3,No,3491,31,No,Yes,80.55,228
Female,No,No,Yes,United States,California,Shasta Lake,-122.369876,Yes,Yes,No,Fiber Optic,76,No,No,No,Yes,Bank Withdrawal,Q3,No,2042,39,Yes,Yes,81.5,6277
Male,No,No,No,United States,California,Chester,-121.154733,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5895,26,No internet service,No internet service,20.9,2664
Male,No,No,No,United States,California,Dorris,-122.050062,No,Yes,Yes,DSL,4,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,4334,12,No,Yes,67.25,1162
Female,No,No,No,United States,California,Dunsmuir,-122.392067,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5994,2,No internet service,No internet service,20.35,2602
Male,No,No,No,United States,California,Etna,-123.008567,No,No,No,DSL,13,Yes,No,No,No,Bank Withdrawal,Q3,No,4003,39,No,Yes,45.05,2156
Female,No,No,Yes,United States,California,Flournoy,-122.544556,Yes,No,No,Cable,17,Yes,No,No,No,Credit Card,Q3,No,5996,7,No,Yes,34.65,84
Female,No,No,No,United States,California,French Gulch,-122.587476,No,Yes,No,Fiber Optic,4,No,Yes,No,Yes,Bank Withdrawal,Q3,No,5167,55,Yes,No,81.55,373
Male,No,No,No,United States,California,Gazelle,-122.697236,Yes,Yes,No,Cable,18,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4171,72,Yes,No,75.4,392
Female,No,No,No,United States,California,Gerber,-122.176023,Yes,Yes,No,Cable,7,No,No,Yes,Yes,Credit Card,Q3,No,2709,10,Yes,No,67.8,3357
Female,Yes,No,Yes,United States,California,Grenada,-122.539381,Yes,Yes,No,Cable,27,No,No,No,No,Bank Withdrawal,Q3,No,3103,15,No,No,46.3,616
Female,No,No,Yes,United States,California,Happy Camp,-123.487478,Yes,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4698,23,No internet service,No internet service,20.4,1294
Male,No,No,Yes,United States,California,Hat Creek,-121.474529,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4221,1,No internet service,No internet service,20.05,397
Male,Yes,No,Yes,United States,California,Hornbrook,-122.527696,Yes,Yes,No,Fiber Optic,52,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5793,47,Yes,No,96.1,1026
Female,No,No,No,United States,California,Hyampom,-123.465088,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4818,15,No internet service,No internet service,19.65,268
Male,No,No,No,United States,California,Los Molinos,-122.091481,No,No,No,DSL,9,No,Yes,No,Yes,Credit Card,Q3,No,3378,21,No,Yes,36.0,3756
Female,No,No,No,United States,California,Mcarthur,-121.360362,Yes,Yes,Yes,DSL,11,Yes,No,No,No,Bank Withdrawal,Q3,No,4775,56,No,No,65.2,1554
Female,Yes,No,Yes,United States,California,Mccloud,-122.105209,Yes,Yes,Yes,Cable,82,No,No,No,Yes,Credit Card,Q3,No,3061,6,No,No,48.95,1586
Male,No,No,No,United States,California,Manton,-121.850421,Yes,Yes,Yes,Cable,82,Yes,No,Yes,No,Credit Card,Q3,No,4397,42,No,Yes,80.45,598
Female,No,No,Yes,United States,California,Mill Creek,-121.460674,Yes,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Bank Withdrawal,Q3,No,6391,68,Yes,Yes,109.05,78
Male,No,No,Yes,United States,California,Millville,-122.148139,Yes,Yes,Yes,,0,No,No,No,No,Bank Withdrawal,Q3,No,2111,48,No internet service,No internet service,26.3,830
Female,No,No,Yes,United States,California,Montgomery Creek,-121.885884,No,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4566,63,No internet service,No internet service,19.35,431
Male,Yes,No,No,United States,California,Mount Shasta,-122.290756,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,2842,17,No internet service,No internet service,21.1,7309
Male,No,No,Yes,United States,California,Oak Run,-122.037023,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5279,4,No internet service,No internet service,18.85,829
Female,No,No,Yes,United States,California,Old Station,-121.428965,No,Yes,Yes,,0,No,No,No,No,Bank Withdrawal,Q3,No,4535,62,No internet service,No internet service,26.0,182
Female,No,No,No,United States,California,Paskenta,-122.587513,Yes,Yes,No,Fiber Optic,22,No,No,No,Yes,Bank Withdrawal,Q3,No,4917,2,No,No,70.35,263
Male,No,No,No,United States,California,Paynes Creek,-121.815412,Yes,Yes,Yes,Fiber Optic,18,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,2613,48,Yes,No,96.9,433
Male,No,No,No,United States,California,Platina,-122.937379,Yes,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4430,27,No internet service,No internet service,19.55,215
Female,Yes,No,No,United States,California,Red Bluff,-122.388361,Yes,Yes,No,DSL,52,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,6367,70,Yes,Yes,80.4,26438
Male,No,No,No,United States,California,Scott Bar,-123.07557,Yes,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Bank Withdrawal,Q3,No,4120,46,Yes,No,94.65,88
Male,No,No,Yes,United States,California,Shingletown,-121.827524,Yes,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Credit Card,Q3,No,5561,69,Yes,No,95.75,4231
Male,No,No,No,United States,California,Tehama,-122.127576,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,4309,65,No internet service,No internet service,19.55,405
Male,No,No,No,United States,California,Weaverville,-122.939337,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,2185,17,No internet service,No internet service,20.1,3749
Male,Yes,No,No,United States,California,Weed,-122.380947,Yes,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Bank Withdrawal,Q3,No,4053,51,Yes,Yes,111.55,5896
Male,No,No,No,United States,California,Whitmore,-121.906949,Yes,Yes,No,DSL,10,Yes,Yes,No,No,Credit Card,Q3,No,4994,51,No,Yes,60.5,843
Female,No,No,No,United States,California,Yreka,-122.671316,Yes,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,6091,72,Yes,Yes,90.95,9538
Male,No,No,No,United States,California,Blairsden Graeagle,-120.661032,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4136,34,No internet service,No internet service,19.7,1839
Male,No,No,No,United States,California,Cedarville,-120.152505,Yes,No,No,DSL,6,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,6395,67,No,Yes,50.95,857
Female,No,No,No,United States,California,Chilcoot,-120.198876,Yes,Yes,No,,0,No,No,No,Yes,Bank Withdrawal,Q3,No,5579,49,No internet service,No internet service,20.05,650
Male,No,No,Yes,United States,California,Clio,-120.580882,Yes,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,4497,53,No internet service,No internet service,19.4,88
Male,No,No,No,United States,California,Coleville,-119.475741,No,Yes,Yes,Cable,25,No,No,No,No,Bank Withdrawal,Q3,No,4818,27,Yes,Yes,59.45,1332
Male,No,No,No,United States,California,Doyle,-120.101857,No,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Credit Card,Q3,No,5286,69,Yes,Yes,81.5,1177
Female,No,No,Yes,United States,California,Eagleville,-120.150381,Yes,No,No,Cable,27,No,No,No,No,Bank Withdrawal,Q3,No,4998,2,No,Yes,29.05,132
Female,No,No,No,United States,California,Herlong,-120.18089,Yes,Yes,No,DSL,27,Yes,Yes,Yes,No,Credit Card,Q3,No,5433,46,No,Yes,70.6,946
Female,No,No,No,United States,California,Janesville,-120.512622,No,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4971,54,No,No,97.2,3093
Male,No,No,No,United States,California,Litchfield,-120.338228,No,Yes,Yes,DSL,17,Yes,No,No,No,Bank Withdrawal,Q3,No,5924,20,No,Yes,59.2,385
Male,Yes,No,No,United States,California,Loyalton,-120.226338,No,Yes,No,Fiber Optic,27,No,Yes,No,Yes,Credit Card,Q3,No,4278,11,No,No,75.9,1822
Male,No,No,No,United States,California,Markleeville,-119.85798,Yes,Yes,No,DSL,3,Yes,Yes,Yes,No,Bank Withdrawal,Q3,No,5036,68,Yes,No,70.95,957
Female,No,No,No,United States,California,Calpine,-120.456699,No,Yes,No,DSL,3,No,No,No,No,Bank Withdrawal,Q3,No,4633,1,No,No,43.8,322
Male,No,No,No,United States,California,Sierra City,-120.636358,Yes,No,No,Cable,5,Yes,Yes,Yes,No,Bank Withdrawal,Q3,No,5639,63,Yes,No,59.0,348
Female,No,No,No,United States,California,Sierraville,-120.345639,No,Yes,No,Cable,17,No,No,Yes,Yes,Bank Withdrawal,Q3,No,2754,3,Yes,No,69.95,227
Female,Yes,No,No,United States,California,Standish,-120.386422,No,Yes,Yes,,0,No,No,No,No,Bank Withdrawal,Q3,No,4200,48,No internet service,No internet service,24.35,408
Male,No,No,No,United States,California,Susanville,-120.612113,No,No,No,Cable,15,No,No,No,No,Credit Card,Q3,No,5112,66,No,Yes,29.45,19440
Female,No,No,Yes,United States,California,Termo,-120.669427,Yes,Yes,Yes,Fiber Optic,30,No,Yes,No,Yes,Credit Card,Q3,No,5045,68,Yes,No,84.4,72
Female,Yes,No,No,United States,California,Tulelake,-121.492666,Yes,Yes,No,,0,No,No,No,No,Mailed Check,Q3,No,3575,7,No internet service,No internet service,20.65,2595
Male,No,No,No,United States,California,Wendel,-120.081187,Yes,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5993,72,Yes,Yes,87.1,162
Female,No,No,No,United States,California,Westwood,-121.018087,No,Yes,No,,0,No,No,No,No,Mailed Check,Q3,No,2712,29,No internet service,No internet service,19.85,4158
Male,No,No,No,United States,California,Carnelian Bay,-120.091806,Yes,Yes,No,Fiber Optic,22,No,No,Yes,Yes,Bank Withdrawal,Q3,No,3347,37,Yes,Yes,90.35,1943
Female,No,No,No,United States,California,Kings Beach,-120.029273,Yes,Yes,Yes,Cable,25,Yes,Yes,No,No,Mailed Check,Q3,No,5631,59,No,Yes,65.5,4806
Female,Yes,No,No,United States,California,Tahoe Vista,-120.054765,No,Yes,No,Cable,53,No,Yes,No,Yes,Mailed Check,Q3,No,3056,27,No,Yes,56.15,678
Male,No,No,No,United States,California,Los Angeles,-118.24902,Yes,No,No,Cable,10,Yes,No,No,No,Mailed Check,Q3,No,4207,17,Yes,No,34.4,54492
Male,No,No,No,United States,California,Los Angeles,-118.246978,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4927,58,No internet service,No internet service,20.75,44586
Male,Yes,No,No,United States,California,Los Angeles,-118.272783,Yes,Yes,No,,0,No,No,No,No,Mailed Check,Q3,No,5160,1,No internet service,No internet service,18.8,58198
Female,No,No,No,United States,California,Los Angeles,-118.30742,No,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,Bank Withdrawal,Q3,No,5249,53,Yes,No,90.8,43019
Male,Yes,No,No,United States,California,Los Angeles,-118.293953,No,Yes,Yes,,0,No,No,No,Yes,Bank Withdrawal,Q3,No,2980,35,No internet service,No internet service,25.6,62784
Male,No,No,No,United States,California,Los Angeles,-118.346766,Yes,Yes,Yes,Cable,10,No,Yes,Yes,No,Credit Card,Q3,No,5540,68,No,Yes,70.8,30852
Male,Yes,No,No,United States,California,Los Angeles,-118.315709,Yes,Yes,Yes,,0,No,No,No,No,Bank Withdrawal,Q3,No,3159,47,No internet service,No internet service,25.4,1957
Female,No,No,No,United States,California,Los Angeles,-118.266293,No,Yes,Yes,Fiber Optic,8,No,No,No,Yes,Bank Withdrawal,Q3,No,4834,9,No,No,76.85,15140
Female,No,No,No,United States,California,Los Angeles,-118.354338,No,Yes,No,,0,No,No,No,No,Mailed Check,Q3,No,2653,8,No internet service,No internet service,20.25,46984
Male,No,No,No,United States,California,Los Angeles,-118.264495,No,Yes,Yes,,0,No,No,No,Yes,Credit Card,Q3,No,4527,14,No internet service,No internet service,24.8,20692
Female,Yes,No,No,United States,California,Los Angeles,-118.317236,No,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,3974,45,Yes,Yes,115.65,47143
Female,Yes,No,No,United States,California,Los Angeles,-118.33846,No,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Credit Card,Q3,No,2142,8,No,No,74.6,67520
Male,No,No,Yes,United States,California,Los Angeles,-118.239504,Yes,Yes,No,Fiber Optic,19,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4663,66,Yes,No,103.15,3012
Male,No,No,No,United States,California,Los Angeles,-118.156582,Yes,Yes,Yes,DSL,18,Yes,Yes,No,No,Credit Card,Q3,No,4658,72,Yes,Yes,72.1,68701
Female,No,No,Yes,United States,California,Los Angeles,-118.435479,Yes,Yes,Yes,,0,No,No,No,No,Mailed Check,Q3,No,2267,23,No internet service,No internet service,25.1,44150
Female,Yes,No,No,United States,California,Los Angeles,-118.263804,No,Yes,Yes,Fiber Optic,73,Yes,No,No,Yes,Bank Withdrawal,Q3,No,2841,4,No,No,80.15,73686
Male,No,No,Yes,United States,California,Los Angeles,-118.295647,Yes,Yes,Yes,,0,No,No,No,No,Mailed Check,Q3,No,2882,6,No internet service,No internet service,25.4,48727
Male,No,No,No,United States,California,Los Angeles,-118.206617,Yes,Yes,Yes,,0,No,No,No,Yes,Mailed Check,Q3,No,5623,56,No internet service,No internet service,24.45,38415
Female,No,No,No,United States,California,Los Angeles,-118.177576,Yes,Yes,Yes,,0,No,No,No,No,Credit Card,Q3,No,6126,72,No internet service,No internet service,25.0,46960
Male,No,No,No,United States,California,Los Angeles,-118.210946,Yes,Yes,Yes,DSL,30,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,6275,72,Yes,No,85.25,49431
Male,No,No,Yes,United States,California,Los Angeles,-118.399613,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4617,23,No internet service,No internet service,19.6,58218
Female,No,No,Yes,United States,California,Los Angeles,-118.383843,No,Yes,Yes,DSL,19,No,No,No,No,Mailed Check,Q3,No,5879,35,No,No,50.15,27799
Male,No,No,No,United States,California,Los Angeles,-118.327168,Yes,Yes,Yes,,0,No,No,No,No,Mailed Check,Q3,No,3277,12,No internet service,No internet service,26.4,32562
Female,No,No,No,United States,California,Los Angeles,-118.259595,No,Yes,No,,0,No,No,No,No,Mailed Check,Q3,No,3915,40,No internet service,No internet service,20.15,29310
Male,Yes,No,Yes,United States,California,Los Angeles,-118.149953,Yes,No,No,Cable,47,Yes,Yes,Yes,No,Credit Card,Q3,No,3332,7,Yes,No,58.85,9805
Male,No,No,Yes,United States,California,Los Angeles,-118.207607,Yes,Yes,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Credit Card,Q3,No,4551,70,No,No,97.55,27866
Male,No,No,Yes,United States,California,Los Angeles,-118.192754,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,6315,60,No internet service,No internet service,19.65,64672
Male,Yes,No,No,United States,California,Los Angeles,-118.334081,Yes,No,No,DSL,48,No,No,No,Yes,Credit Card,Q3,No,4259,39,No,No,25.25,44764
Male,No,No,No,United States,California,Los Angeles,-118.292061,Yes,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,No,Credit Card,Q3,No,6274,72,Yes,Yes,114.45,87383
Male,No,No,No,United States,California,Los Angeles,-118.362081,Yes,Yes,Yes,DSL,28,No,Yes,No,Yes,Bank Withdrawal,Q3,No,5276,54,No,Yes,70.7,49839
Female,No,No,No,United States,California,Los Angeles,-118.37267,Yes,Yes,No,Cable,30,Yes,Yes,No,No,Credit Card,Q3,No,4626,63,Yes,Yes,75.55,21739
Male,No,No,Yes,United States,California,Los Angeles,-118.491244,Yes,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,Bank Withdrawal,Q3,No,5952,71,No,Yes,84.8,33523
Female,No,No,No,United States,California,Los Angeles,-118.370442,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,5956,42,No internet service,No internet service,20.65,8115
Male,Yes,No,No,United States,California,Los Angeles,-118.277939,No,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4342,47,No internet service,No internet service,20.45,44004
Male,Yes,No,No,United States,California,Los Angeles,-118.274186,No,No,No,DSL,73,No,Yes,No,Yes,Bank Withdrawal,Q3,No,4986,11,No,Yes,35.65,24511
Male,No,No,No,United States,California,Los Angeles,-118.423573,No,Yes,Yes,Fiber Optic,30,No,Yes,No,Yes,Credit Card,Q3,No,5709,69,Yes,Yes,97.65,24505
Female,Yes,No,No,United States,California,Los Angeles,-118.328915,No,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Bank Withdrawal,Q3,No,5269,5,Yes,Yes,82.75,21728
Female,Yes,No,No,United States,California,West Hollywood,-118.381061,Yes,Yes,Yes,,0,No,No,No,Yes,Credit Card,Q3,No,4412,71,No internet service,No internet service,24.4,20408
Female,Yes,No,No,United States,California,Los Angeles,-118.255178,No,Yes,Yes,DSL,69,No,Yes,No,Yes,Bank Withdrawal,Q3,No,5481,29,No,No,55.25,21
Male,No,No,No,United States,California,Los Angeles,-118.451629,Yes,Yes,Yes,Cable,3,No,Yes,No,No,Bank Withdrawal,Q3,No,4729,52,No,Yes,61.35,10470
Male,No,No,No,United States,California,Bell,-118.171368,No,Yes,Yes,DSL,29,Yes,Yes,Yes,No,Credit Card,Q3,No,5395,68,Yes,No,76.75,105285
Female,No,No,Yes,United States,California,Beverly Hills,-118.414338,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,2320,46,No internet service,No internet service,19.4,21397
Male,No,No,No,United States,California,Beverly Hills,-118.383001,No,Yes,No,DSL,26,No,No,Yes,Yes,Credit Card,Q3,No,5317,8,No,No,54.75,8321
Male,Yes,No,No,United States,California,Beverly Hills,-118.401508,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,6436,72,No internet service,No internet service,19.7,11355
Female,No,No,No,United States,California,Compton,-118.234451,No,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,2093,17,No internet service,No internet service,19.9,47305
Male,No,No,No,United States,California,Compton,-118.206459,No,Yes,No,Fiber Optic,28,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5653,3,Yes,Yes,107.95,51387
Female,No,No,No,United States,California,Culver City,-118.391902,No,No,No,DSL,24,No,Yes,Yes,Yes,Credit Card,Q3,No,4380,51,Yes,No,56.4,15195
Female,No,No,Yes,United States,California,Downey,-118.120993,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5874,6,No internet service,No internet service,20.1,24908
Female,No,No,No,United States,California,Downey,-118.128628,Yes,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Bank Withdrawal,Q3,No,2330,3,No,No,94.9,40152
Male,No,No,No,United States,California,El Segundo,-118.401554,Yes,Yes,Yes,DSL,8,No,No,No,No,Bank Withdrawal,Q3,No,3712,30,No,No,49.9,16041
Male,No,No,No,United States,California,Gardena,-118.297967,No,Yes,Yes,Cable,24,No,Yes,No,Yes,Bank Withdrawal,Q3,No,4443,31,No,Yes,71.05,47758
Female,No,No,No,United States,California,Gardena,-118.284077,No,Yes,No,DSL,30,Yes,No,Yes,No,Bank Withdrawal,Q3,No,5937,45,Yes,Yes,81.65,9960
Male,No,No,No,United States,California,Gardena,-118.315697,Yes,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,Bank Withdrawal,Q3,No,5519,64,Yes,No,89.45,26442
Male,No,No,No,United States,California,Lawndale,-118.351813,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5279,1,No internet service,No internet service,19.05,33300
Male,No,No,Yes,United States,California,Malibu,-118.705803,No,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Bank Withdrawal,Q3,No,4700,72,Yes,Yes,114.45,11
Female,No,No,No,United States,California,Manhattan Beach,-118.39737,Yes,Yes,No,DSL,24,No,No,No,Yes,Credit Card,Q3,No,5014,7,No,No,44.25,33758
Female,No,No,No,United States,California,Maywood,-118.186565,Yes,Yes,Yes,Fiber Optic,20,No,Yes,No,Yes,Bank Withdrawal,Q3,No,4958,66,Yes,Yes,90.55,28094
Male,No,No,Yes,United States,California,Palos Verdes Peninsula,-118.404955,Yes,Yes,No,,0,No,No,No,Yes,Bank Withdrawal,Q3,No,5918,40,No internet service,No internet service,20.4,24979
Male,Yes,No,No,United States,California,Rancho Palos Verdes,-118.367459,No,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,3360,16,Yes,No,71.4,41263
Male,Yes,No,No,United States,California,Redondo Beach,-118.37019,Yes,Yes,Yes,,0,No,No,No,No,Credit Card,Q3,No,4833,67,No internet service,No internet service,24.85,37322
Female,No,No,No,United States,California,South Gate,-118.192615,Yes,Yes,No,Fiber Optic,14,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,2719,41,Yes,No,104.45,96267
Female,No,No,Yes,United States,California,Topanga,-118.61017,Yes,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,4681,56,No internet service,No internet service,19.8,5451
Female,Yes,No,No,United States,California,Venice,-118.479229,No,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5567,72,Yes,Yes,116.45,31021
Female,No,No,No,United States,California,Playa Del Rey,-118.439841,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4212,54,No internet service,No internet service,20.05,11264
Female,No,No,No,United States,California,Inglewood,-118.355252,No,Yes,No,Fiber Optic,26,No,No,Yes,Yes,Bank Withdrawal,Q3,No,5306,50,Yes,Yes,89.7,30779
Male,No,No,No,United States,California,Inglewood,-118.359824,Yes,Yes,No,DSL,5,Yes,No,No,No,Credit Card,Q3,No,3560,27,No,No,48.7,28680
Male,No,No,No,United States,California,Santa Monica,-118.493231,No,Yes,No,Cable,30,Yes,Yes,Yes,Yes,Credit Card,Q3,No,5974,62,No,No,74.3,5221
Female,No,No,No,United States,California,Santa Monica,-118.503508,No,Yes,No,DSL,26,No,Yes,No,Yes,Bank Withdrawal,Q3,No,3854,12,No,Yes,54.3,11509
Male,No,No,Yes,United States,California,Santa Monica,-118.474222,Yes,Yes,No,Fiber Optic,75,No,Yes,No,Yes,Bank Withdrawal,Q3,No,4387,54,No,Yes,79.95,19975
Female,No,No,No,United States,California,Santa Monica,-118.477507,No,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,5740,68,No internet service,No internet service,20.05,26099
Male,Yes,No,No,United States,California,Torrance,-118.314387,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4958,20,No internet service,No internet service,19.4,40705
Male,No,No,No,United States,California,Torrance,-118.292062,Yes,Yes,Yes,DSL,6,No,No,No,No,Bank Withdrawal,Q3,No,4322,50,Yes,No,54.9,17058
Male,No,No,No,United States,California,Torrance,-118.353714,No,Yes,Yes,,0,No,No,No,Yes,Credit Card,Q3,No,6490,58,No internet service,No internet service,24.45,41979
Male,No,No,Yes,United States,California,Torrance,-118.330794,Yes,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,Bank Withdrawal,Q3,No,2622,35,No,No,89.65,31678
Female,No,No,No,United States,California,Torrance,-118.347957,No,Yes,No,Cable,13,No,No,No,Yes,Bank Withdrawal,Q3,No,4964,2,No,No,45.4,34873
Male,No,No,No,United States,California,Whittier,-118.033683,Yes,Yes,Yes,DSL,21,Yes,No,Yes,No,Credit Card,Q3,No,5113,63,Yes,Yes,75.7,32050
Female,No,No,No,United States,California,Whittier,-118.020188,Yes,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Credit Card,Q3,No,4761,58,Yes,No,110.65,26265
Female,No,No,No,United States,California,Whittier,-117.992066,Yes,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,2269,27,No internet service,No internet service,20.55,19109
